Date,Open,High,Low,Close,Adj Close,Volume
2016-03-22,51.590000,52.709999,51.410000,52.509998,39.088531,673500
2016-03-23,50.810001,51.349998,50.529999,50.980000,37.949600,673700
2016-03-24,49.830002,50.520000,49.470001,50.509998,37.599728,595600
2016-03-28,50.590000,50.970001,50.119999,50.590000,37.659279,303000
2016-03-29,49.860001,51.700001,49.590000,51.660000,38.455784,733200
2016-03-30,52.490002,53.090000,52.189999,52.410000,39.014095,1104800
2016-03-31,53.490002,53.730000,52.849998,53.009998,39.460732,919400
2016-04-01,51.810001,53.180000,51.529999,52.869999,39.356514,1012000
2016-04-04,53.380001,53.380001,52.540001,52.580002,39.140644,312800
2016-04-05,50.959999,51.410000,50.590000,50.759998,37.785831,636700
2016-04-06,50.259998,51.090000,49.849998,51.090000,38.031483,659200
2016-04-07,50.369999,50.480000,49.660000,49.889999,37.138199,393600
2016-04-08,51.320000,51.779999,51.130001,51.360001,38.232471,580600
2016-04-11,52.470001,52.810001,52.240002,52.290001,38.924767,632900
2016-04-12,52.990002,53.860001,52.709999,53.610001,39.907368,604800
2016-04-13,54.549999,54.919998,54.270000,54.820000,40.808094,761800
2016-04-14,54.790001,55.009998,54.330002,54.450001,40.532673,340400
2016-04-15,54.099998,54.549999,54.009998,54.279999,40.406124,539900
2016-04-18,54.189999,55.119999,53.860001,54.860001,40.837875,542100
2016-04-19,55.720001,56.310001,55.430000,56.099998,41.760933,732700
2016-04-20,56.029999,57.070000,55.900002,56.669998,42.185238,1138200
2016-04-21,55.980000,56.110001,55.480000,55.759998,41.507835,493900
2016-04-22,54.730000,55.070000,54.490002,54.730000,40.741104,503700
2016-04-25,54.419998,54.580002,54.040001,54.419998,40.510334,255900
2016-04-26,54.919998,55.230000,54.560001,55.110001,41.023975,523000
2016-04-27,54.970001,55.619999,54.040001,55.459999,41.284515,327000
2016-04-28,55.209999,56.000000,55.189999,55.439999,41.269627,468200
2016-04-29,55.820000,55.959999,55.090000,55.700001,41.463169,1003400
2016-05-02,55.639999,55.900002,54.939999,55.259998,41.135639,554400
2016-05-03,53.209999,53.209999,51.990002,52.080002,38.768440,1014700
2016-05-04,51.480000,51.630001,50.009998,50.130001,37.316860,1021100
2016-05-05,50.959999,51.099998,50.259998,50.369999,37.495510,784400
2016-05-06,50.610001,51.099998,50.430000,50.750000,37.778381,471200
2016-05-09,49.980000,50.110001,49.000000,49.060001,36.520351,856500
2016-05-10,49.939999,50.340000,49.680000,50.230000,37.391296,658300
2016-05-11,50.830002,51.029999,50.529999,50.599998,37.666721,519800
2016-05-12,50.910000,50.910000,49.970001,50.169998,37.346630,532400
2016-05-13,49.650002,49.880001,48.790001,48.869999,36.378906,1162800
2016-05-16,48.290001,48.910000,48.290001,48.730000,36.274696,698400
2016-05-17,48.389999,49.029999,48.139999,48.480000,36.088593,532000
2016-05-18,47.810001,48.689999,47.310001,47.730000,35.530293,977100
2016-05-19,47.560001,48.040001,47.270000,47.820000,35.597286,806300
2016-05-20,48.750000,49.139999,48.599998,48.930000,36.423573,474400
2016-05-23,48.520000,49.110001,48.380001,48.770000,36.304474,547100
2016-05-24,49.430000,49.900002,49.369999,49.560001,36.892544,856400
2016-05-25,49.820000,50.320000,49.759998,50.119999,37.309406,698700
2016-05-26,51.150002,51.369999,50.500000,51.230000,38.135693,491100
2016-05-27,50.880001,51.040001,50.340000,50.410000,37.525280,394600
2016-05-31,50.459999,50.669998,49.939999,50.259998,37.413631,991200
2016-06-01,50.630001,51.270000,50.520000,50.950001,37.927265,708200
2016-06-02,51.070000,51.880001,50.970001,51.779999,38.545116,1282300
2016-06-03,53.009998,54.240002,52.820000,54.189999,40.339127,707300
2016-06-06,53.700001,54.459999,53.630001,54.410000,40.502892,588200
2016-06-07,54.290001,54.709999,54.259998,54.400002,40.495457,954500
2016-06-08,54.650002,54.930000,54.290001,54.610001,40.651779,552300
2016-06-09,53.529999,54.080002,53.389999,54.000000,40.197689,398000
2016-06-10,52.630001,52.889999,51.869999,52.139999,38.813099,455300
2016-06-13,52.060001,52.430000,51.220001,51.279999,38.172913,517500
2016-06-14,50.320000,50.470001,49.619999,50.139999,37.324299,761900
2016-06-15,50.209999,51.369999,50.209999,50.830002,37.837936,555700
2016-06-16,49.700001,50.639999,49.000000,50.419998,37.532730,773700
2016-06-17,50.820000,51.310001,50.520000,51.290001,38.180367,619800
2016-06-20,52.529999,53.290001,52.529999,52.889999,39.371407,429800
2016-06-21,53.220001,53.779999,52.959999,53.650002,39.937149,470900
2016-06-22,52.790001,53.130001,52.459999,52.680000,40.419762,803600
2016-06-23,53.549999,54.790001,53.330002,54.720001,41.984989,1425200
2016-06-24,49.799999,50.950001,49.209999,49.250000,37.788025,1200100
2016-06-27,47.939999,47.950001,46.650002,47.189999,36.207455,957200
2016-06-28,49.270000,49.619999,48.549999,49.110001,37.680611,686400
2016-06-29,50.689999,51.650002,50.660000,51.650002,39.629475,697300
2016-06-30,52.419998,53.090000,52.299999,52.889999,40.580891,826000
2016-07-01,52.930000,53.400002,52.770000,53.090000,40.734341,610100
2016-07-05,51.639999,51.660000,51.009998,51.130001,39.230495,512300
2016-07-06,50.369999,51.080002,49.970001,50.980000,39.115402,470800
2016-07-07,51.180000,51.360001,50.150002,50.419998,38.685738,526500
2016-07-08,51.610001,52.369999,51.380001,52.220001,40.066814,474000
2016-07-11,53.040001,53.689999,53.040001,53.369999,40.949173,472600
2016-07-12,54.220001,54.689999,54.020000,54.410000,41.747139,464000
2016-07-13,54.410000,54.410000,53.360001,53.790001,41.271431,554100
2016-07-14,54.500000,55.099998,54.380001,54.880001,42.107754,506400
2016-07-15,54.750000,55.169998,54.700001,55.040001,42.230518,586700
2016-07-18,54.970001,55.820000,54.740002,55.799999,42.813641,251000
2016-07-19,54.889999,55.299999,54.660000,55.250000,42.391647,243100
2016-07-20,55.250000,55.799999,55.220001,55.610001,42.667866,243800
2016-07-21,55.599998,56.220001,55.520000,55.810001,42.821308,349400
2016-07-22,55.980000,56.310001,55.639999,56.270000,43.174259,169600
2016-07-25,56.330002,56.349998,55.630001,55.990002,42.959423,677900
2016-07-26,56.360001,56.650002,56.139999,56.560001,43.396767,372400
2016-07-27,56.820000,57.619999,56.150002,57.279999,43.949200,303300
2016-07-28,56.740002,57.349998,56.279999,57.220001,43.903168,242400
2016-07-29,57.220001,57.950001,57.130001,57.770000,44.325169,393200
2016-08-01,57.349998,57.740002,57.209999,57.349998,44.002907,468200
2016-08-02,56.799999,56.910000,55.939999,56.430000,43.297024,666900
2016-08-03,56.070000,57.250000,56.049999,57.119999,43.826439,285600
2016-08-04,57.810001,58.270000,57.470001,57.820000,44.363525,453900
2016-08-05,57.310001,57.770000,56.930000,57.770000,44.325169,734000
2016-08-08,58.040001,58.500000,58.040001,58.419998,44.823891,319000
2016-08-09,58.770000,59.490002,58.700001,59.180000,45.407017,345200
2016-08-10,59.820000,60.029999,59.270000,59.540001,45.683239,621900
2016-08-11,59.520000,60.150002,59.380001,59.860001,45.928757,494100
2016-08-12,60.070000,60.320000,59.279999,59.630001,45.752289,541800
2016-08-15,59.810001,60.340000,59.810001,59.980000,46.020824,312500
