Date,Open,High,Low,Close,Adj Close,Volume
2017-03-20,33.779999,33.950001,33.549999,33.840000,29.623383,114100
2017-03-27,33.700001,34.270000,33.639999,34.080002,29.833488,656500
2017-04-03,34.040001,34.759998,34.009998,34.389999,30.104855,597200
2017-04-10,34.439999,34.590000,33.750000,33.750000,29.544601,286600
2017-04-17,33.750000,34.330002,33.630001,33.630001,29.439556,353000
2017-04-24,33.700001,33.930000,33.029999,33.360001,29.203197,1127600
2017-05-01,33.250000,33.830002,32.900002,33.470001,29.299490,647300
2017-05-08,33.520000,34.660000,33.310001,34.570000,30.262424,513600
2017-05-15,34.790001,35.060001,34.160000,34.930000,30.577564,691500
2017-05-22,35.000000,35.060001,34.470001,34.619999,30.306196,237300
2017-05-29,34.599998,34.599998,34.169998,34.279999,30.008558,200500
2017-06-05,34.200001,34.990002,34.200001,34.959999,30.603825,208600
2017-06-12,34.910000,34.959999,33.230000,33.779999,29.570858,1008100
2017-06-19,33.790001,34.080002,32.980000,33.840000,29.623383,383700
2017-06-26,33.790001,34.220001,33.529999,33.869999,30.188568,225600
2017-07-03,34.099998,34.209999,33.660000,33.720001,30.054874,173800
2017-07-10,33.770000,34.880001,33.639999,34.750000,30.972919,267400
2017-07-17,34.540001,35.270000,34.540001,35.070000,31.258142,114300
2017-07-24,35.200001,35.779999,35.049999,35.720001,31.837486,205500
2017-07-31,35.820000,35.990002,35.549999,35.669998,31.792927,117600
2017-08-07,35.630001,36.369999,35.590000,35.840000,31.944443,370200
2017-08-14,35.959999,36.430000,35.759998,36.360001,32.407928,154600
2017-08-21,36.270000,37.330002,36.270000,37.070000,33.040752,280800
2017-08-28,37.209999,37.950001,37.160000,37.799999,33.691406,245700
2017-09-04,38.009998,38.730000,37.750000,38.150002,34.003368,293900
2017-09-11,38.520000,38.680000,38.070000,38.240002,34.083576,127200
2017-09-18,38.279999,38.560001,38.000000,38.259998,34.101406,82100
2017-09-25,38.259998,38.950001,38.000000,38.790001,34.573803,113800
2017-10-02,38.799999,41.180000,38.799999,40.810001,36.374241,782600
2017-10-09,40.759998,41.369999,40.389999,41.270000,36.784241,241400
