Date,Open,High,Low,Close,Adj Close,Volume
2017-03-20,76.639999,77.550003,76.440002,77.470001,68.232391,765200
2017-03-27,77.750000,78.400002,77.480003,77.989998,68.690384,840300
2017-04-03,78.239998,78.470001,77.239998,78.129997,68.813698,1133900
2017-04-10,77.980003,79.139999,77.769997,78.650002,69.271675,550600
2017-04-17,78.690002,79.080002,77.230003,78.110001,68.796074,670000
2017-04-24,77.919998,78.160004,77.290001,77.519997,68.276428,758300
2017-05-01,77.699997,78.000000,77.269997,77.699997,68.434967,1147200
2017-05-08,77.849998,77.849998,76.370003,76.730003,67.580627,956900
2017-05-15,76.580002,77.930000,76.349998,77.720001,68.452591,900000
2017-05-22,77.940002,78.879997,77.820000,78.820000,69.421417,787300
2017-05-29,78.610001,78.910004,77.879997,78.879997,69.474266,495200
2017-06-05,78.669998,79.059998,77.919998,78.330002,68.989845,676600
2017-06-12,78.440002,80.070000,78.260002,79.489998,70.011520,906000
2017-06-19,79.650002,79.889999,77.010002,78.360001,69.016273,664900
2017-06-26,78.470001,78.800003,77.360001,77.959999,69.861282,831800
2017-07-03,78.419998,78.779999,76.860001,77.209999,69.189194,669900
2017-07-10,77.199997,79.199997,76.790001,79.139999,70.918716,696500
2017-07-17,78.779999,79.190002,77.129997,78.769997,70.587135,762600
2017-07-24,79.099998,79.860001,78.889999,79.080002,70.864937,777300
2017-07-31,79.110001,79.540001,78.730003,79.330002,71.088966,679600
2017-08-07,79.139999,79.690002,78.410004,79.209999,70.981438,631400
2017-08-14,79.389999,79.750000,78.669998,79.519997,71.259232,795700
2017-08-21,79.610001,80.449997,79.449997,80.269997,71.931313,517700
2017-08-28,80.910004,83.419998,80.709999,83.239998,74.592773,729700
2017-09-04,82.879997,84.260002,82.489998,83.879997,75.166298,579500
2017-09-11,84.360001,86.120003,83.970001,85.959999,77.030220,563800
2017-09-18,86.550003,87.040001,85.400002,85.599998,76.707619,700400
2017-09-25,85.849998,86.449997,84.980003,86.449997,77.469322,1012600
2017-10-02,86.500000,87.070000,85.870003,86.589996,77.594765,1112500
2017-10-09,86.629997,89.150002,86.370003,88.919998,79.682732,658100
2017-10-16,89.470001,89.870003,86.459999,87.199997,78.141396,902500
2017-10-23,87.139999,88.489998,86.750000,88.400002,79.216751,853400
2017-10-30,87.589996,88.760002,87.239998,87.650002,78.544662,866000
2017-11-06,88.059998,88.570000,86.459999,86.540001,77.549965,1311800
2017-11-13,86.989998,89.790001,86.769997,89.430000,80.139763,823700
2017-11-20,89.959999,90.580002,89.250000,89.419998,80.130791,608900
2017-11-27,89.440002,90.290001,88.959999,89.690002,80.372726,1149700
2017-12-04,89.900002,90.669998,89.070000,90.610001,81.197166,1078300
2017-12-11,90.940002,91.889999,90.050003,91.739998,82.209793,913200
2017-12-18,91.669998,92.050003,90.449997,91.809998,82.272507,613800
2017-12-25,92.029999,92.959999,91.610001,92.500000,83.463425,351700
2018-01-01,93.370003,96.559998,92.650002,96.260002,86.856102,1245100
2018-01-08,95.610001,97.989998,95.250000,97.919998,88.353928,924100
2018-01-15,98.250000,98.940002,97.349998,98.199997,88.606567,824800
2018-01-22,98.129997,100.559998,97.949997,100.459999,90.645790,1054200
2018-01-29,100.070000,100.190002,98.209999,98.260002,88.660736,1212800
2018-02-05,97.750000,99.349998,92.820000,95.730003,86.377876,1874700
2018-02-12,96.430000,99.849998,95.739998,98.959999,89.292328,995200
2018-02-19,98.260002,99.940002,97.379997,99.589996,89.860786,912600
2018-02-26,101.180000,102.160004,98.449997,99.940002,90.176605,1538500
2018-03-05,99.669998,101.190002,98.370003,99.860001,90.104408,1247400
2018-03-12,100.430000,103.709999,100.029999,100.690002,90.853325,1051200
2018-03-19,100.269997,101.370003,98.639999,98.680000,89.039703,1015500
2018-03-26,100.220001,101.169998,98.099998,99.699997,89.960037,1092900
2018-04-02,99.510002,99.930000,94.849998,96.019997,86.639549,1394800
2018-04-09,97.379997,99.349998,97.029999,98.940002,89.274284,928400
2018-04-16,98.919998,100.839996,98.139999,100.000000,90.230728,960000
2018-04-23,99.389999,99.870003,97.760002,98.830002,89.175041,1160000
2018-04-30,98.370003,98.889999,96.260002,98.309998,88.705833,1535500
2018-05-07,97.269997,97.730003,94.800003,96.989998,87.514801,1156500
2018-05-14,97.430000,97.709999,93.879997,94.320000,85.105637,983300
2018-05-21,95.730003,96.139999,93.129997,95.070000,85.782356,925300
2018-05-28,93.389999,94.220001,92.080002,93.660004,84.510101,986500
2018-06-04,93.629997,95.360001,93.129997,93.699997,84.546196,1457900
2018-06-11,93.480003,93.779999,89.879997,90.589996,81.740021,952000
2018-06-18,88.620003,88.910004,84.019997,84.309998,76.073524,1057100
